"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Amazônia  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"adj population";0.8946766323619534;0.00030280589534985346;0.028500042112389233;0.05921156406502622;0.0003017917656029007;0.0006571303425003137;0.016350033457178028;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";5.85978127875698e-18;8.176205502552662e-17;1.0582869073751382e-17;7.399014121248591e-18;9.1407321366034e-17;7.265325272295041e-17;1.5838954996945277e-17;2.855032485852133e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9839833095511538;0.0;0.9686088976617541;0.7951797849056456;0.5157403450567356;0.8016943229532761;0.9064203576155007;0.9705385738682037;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.002056310245560719;0.0;0.0315030048252191;0.01716145833707299;0.09120449807853508;0.06775951407906548;0.0327742545161926;0.004361638236624418;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9979436897544393;1.0;0.9684969951747809;0.9828385416629271;0.908795501921465;0.9322404859209346;0.9672257454838074;0.029461426131796253;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.024440018482325687;0.00014007356204203043;0.0017892954771886599;0.013322039619461074;0.0002922911525511586;9.929415244904535e-05;0.0004907408731298114;0.02028687665957373;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1992 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.8780520019487451;0.0002741596138401353;1.0135266563741156e-05;0.011549014174357167;0.0;3.3978606180047224e-05;0.001106947849458738;0.891026237459145;0.891026237459145;-0.007105410380098967;0.9854389972315544;0.0020870415002558;0.01456100276844563;0.007105410380099042
"1.2. Floresta Plantada";0.0;0.0;0.0;2.0430631790954594e-05;0.0;0.0;0.0;2.0430631790954594e-05;2.0430631790954594e-05;0.00033060827023916723;0.0;0.0;1.0;0.0003306082702391672
"2.2. Formação Campestre (Campo)";0.0014669360177253742;1.0688418045982805e-05;0.03508349374035424;0.001563586373992962;2.2013183001701667e-05;0.0;0.00034710642724618165;0.03849382416036644;0.03849382416036644;-0.003356197618925265;0.9114057775656519;0.024886968281846316;0.08859422243434811;0.0033561976189252704
"3.1. Pastagem";0.004286627131828044;6.619087014400367e-05;4.3997534523195954e-05;0.05004902385640375;0.00011876270009666273;9.831319211437238e-05;8.292039177885908e-05;0.05474583567688889;0.05474583567688889;0.008633198701881782;0.9142069572523139;0.019786675654580574;0.08579304274768607;0.00863319870188179
"3.2. Agricultura";0.0;0.0;0.0;0.00016676277598924447;0.0001675412679075422;0.0;0.0;0.0003343040438967867;0.0003343040438967867;-2.598689289088008e-05;0.5011643471452264;0.08204227386325764;0.4988356528547736;2.5986892890880135e-05
"4.1. Infraestrutura Urbana";1.965816798812111e-05;0.0;0.0;3.0216566236592018e-05;0.0;0.0005639808883819915;0.0;0.0006138556226067046;0.0006138556226067046;8.241706406970647e-05;0.9187516862468038;0.08077824272000031;0.08124831375319619;8.241706406970646e-05
"5.1. Rio, Lago e Oceano";9.560381275932258e-05;0.0;0.0;0.0;0.0;0.0;0.014669908592567876;0.014765512405327199;0.014765512405327199;0.0014413708557244561;0.99352519505352;0.036782788948880284;0.006474804946480006;0.0014413708557244557
"total";0.883920827079046;0.0003510389020301218;0.03513762654144117;0.06337903437877068;0.0003083171510059066;0.0006962726866764111;0.016206883261051654;1.0;1.0;0;0.97858595029436;0.00452097137922575;0.02141404970563998;0.010487594891915156
"adj population";0.8839208270790238;0.00035103890203012184;0.03513762654144132;0.06337903437877088;0.00030831715100590663;0.000696272686676411;0.016206883261051633;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";5.712066626552361e-18;7.936934148826244e-17;9.997182781036224e-18;7.227657269266959e-18;8.80471058402204e-17;7.099576638879672e-17;1.599696811420741e-17;2.773460885083425e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9933604628938374;0.0;0.9984594064421768;0.7896779171057884;0.5434056047836682;0.8100000174846705;0.9051653150252871;0.97858595029436;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.00215291956464566;0.0;0.028164486629154207;0.01670336106837961;0.09156342268210833;0.06717965921163298;0.03296306604213374;0.004560521049214921;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9978470804353543;1.0;0.9718355133708458;0.9832966389316203;0.9084365773178916;0.9328203407883671;0.9670369339578663;0.02141404970563998;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.011737650260601695;4.086126358190919e-05;0.00010826560217386261;0.00939362364097028;0.00028155176619672873;9.974946844942627e-05;0.0001912076255186461;0.010926454813746274;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1993 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.8726427215474649;0.0005492875311826754;0.011195069892069143;0.0;3.388225692554412e-05;0.0007908121827805544;0.8852117734104228;0.8852117734104228;0.0016792708190722146;0.9858010791987847;0.0021515841940286623;0.01419892080121532;0.001679270819072154
"2.2. Formação Campestre (Campo)";0.0084243298785007;0.02701218303010279;0.0017245661555852847;4.136620796890764e-05;0.0;0.0003525439887127525;0.03755498926087043;0.03755498926087043;-0.009713759603590527;0.7192701572210946;0.02168647264254822;0.28072984277890545;0.009713759603590527
"3.1. Pastagem";0.005741814435760772;0.0002663787048514525;0.05468748241993403;9.058607148237315e-05;9.803441661905488e-05;8.376403048039882e-05;0.06096806007912808;0.06096806007912808;0.006930492208640617;0.8969857717132096;0.018681289581860005;0.10301422828679041;0.006930492208640622
"3.2. Agricultura";0.0;0.0;0.00022928172466576556;0.0002155718019720609;0.0;0.0;0.0004448535266378265;0.0004448535266378265;-9.732944521448477e-05;0.4845905203929444;0.0634894615743633;0.5154094796070556;9.73294452144848e-05
"4.1. Infraestrutura Urbana";1.960242556535909e-05;0.0;3.013088456927722e-05;0.0;0.0005797061508309501;0.0;0.0006294394609655864;0.0006294394609655864;8.218336340996268e-05;0.920987937333412;0.07852447843434936;0.079012062666588;8.21833634099626e-05
"5.1. Rio, Lago e Oceano";6.257594220330622e-05;1.3380391142987329e-05;3.202121094519076e-05;0.0;0.0;0.01508290671770283;0.015190884261994313;0.015190884261994313;0.0011191426576822215;0.9928919513552196;0.03683939966917334;0.007108048644780429;0.0011191426576822212
"total";0.8868910442294949;0.027841229657279906;0.0678985522877687;0.0003475240814233417;0.000711622824375549;0.016310026919676535;1.0;1.0;0;0.9702205716680075;0.004495297865737213;0.02977942833199254;0.009811089048804985
"adj population";0.886891044229476;0.027841229657279924;0.06789855228776871;0.00034752408142334164;0.0007116228243755491;0.016310026919676514;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";5.711390041888693e-18;1.0734028489937126e-17;7.003734189406443e-18;8.193352613689018e-17;7.096355795638375e-17;1.5891609016286036e-17;1.9223784583079223e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9839345286270098;0.970222341563842;0.8054292849743938;0.6203075225439093;0.8146255726685605;0.9247628340518983;0.9702205716680072;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0021446550682733996;0.031976943275081327;0.016507340955662853;0.09272952711800105;0.06551265972594802;0.033589678112246536;0.0045398719493955735;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9978553449317266;0.9680230567249186;0.9834926590443371;0.9072704728819989;0.934487340274052;0.9664103218877534;0.029779428331992763;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.02513810372591574;0.0016580932543542315;0.012561155318388098;0.0002639045589025616;9.946662026927267e-05;0.00021595508858296766;0.019968339283206432;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1994 "
" ";"1.1. Floresta Natural";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.8671448027405594;2.1143633000879e-05;0.01170244246586443;1.9470035506295063e-05;5.6769103011944174e-05;0.0006598888268189248;0.8796045168047617;0.8796045168047617;-0.005519436370046778;0.9858348680274357;0.002210635711586477;0.014165131972564304;0.005519436370046704
"2.2. Formação Campestre (Campo)";0.0015648151641176986;0.035657623999054235;0.0016756879806332206;0.0;0.0;0.00044536861210251843;0.03934349575590767;0.03934349575590767;-0.0036317406807491754;0.9063156009389437;0.024450091652142993;0.0936843990610563;0.0036317406807491667
"3.1. Pastagem";0.005158919705440962;3.298744310338365e-05;0.05899260504470938;9.853110269742987e-05;7.551847970420406e-05;0.0001449841321929935;0.06450354590784835;0.06450354590784835;0.008188648309673889;0.9145637532700596;0.018623415026831246;0.08543624672994043;0.00818864830967389
"3.2. Agricultura";0.0;0.0;0.00029124312295237116;0.00029986253109584907;0.0;0.0;0.0005911056540482203;0.0005911056540482203;-0.00017324198474864618;0.5072909200617921;0.06324248024331039;0.4927090799382079;0.00017324198474864626
"4.1. Infraestrutura Urbana";1.965754156572082e-05;0.0;3.0215603362840926e-05;0.0;0.0006151609983715967;0.0;0.0006650341433001584;0.0006650341433001584;8.241443778758646e-05;0.9250066399883294;0.07724289239906965;0.07499336001167056;8.241443778758651e-05
"5.1. Rio, Lago e Oceano";0.00019688528303131645;0.0;0.0;0.0;0.0;0.015095416451131065;0.015292301734162381;0.015292301734162381;0.0010533562880831204;0.9871252028338232;0.03646932749791002;0.012874797166176788;0.0010533562880831217
"total";0.874085080434715;0.0357117550751585;0.07269219421752224;0.000417863669299574;0.0007474485810877449;0.016345658022245503;1.0;1.0;0;0.9778054717649207;0.0047541656487736575;0.02219452823507928;0.009324419035544557
"adj population";0.8740850804346861;0.03571175507515863;0.07269219421752236;0.000417863669299574;0.0007474485810877448;0.016345658022245482;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";5.515360561080402e-18;9.840769390590499e-18;6.814769227455912e-18;7.702550964107779e-17;6.930811015652214e-17;1.5943265238990262e-17;1.84447784215717e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9920599517718522;0.9984842224642743;0.8115397489334474;0.7176085243267994;0.8230144707430805;0.9235123132141312;0.977805471764921;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.002263120263383776;0.02788533279156255;0.01619195571039726;0.1003129004417138;0.06505974239616716;0.03353274113874753;0.004789683269555582;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9977368797366162;0.9721146672084374;0.9838080442896028;0.8996870995582862;0.9349402576038328;0.9664672588612525;0.022194528235078947;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.013880555388311233;0.0001082621522085353;0.011021881726277938;0.0002360022764074499;9.97462898571235e-05;0.0003937705660626324;0.012870109199562456;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1995 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.8621573527627425;0.00022400692441040864;0.0006462820700552383;0.01132663098264114;4.386323130484242e-05;3.386497565647801e-05;0.0009943815122775753;0.8754263824590882;0.8754263824590882;0.0010127055201894462;0.9848427806584109;0.0022579974905705216;0.01515721934158909;0.0010127055201895052
"1.2. Floresta Plantada";0.0;3.367324214468054e-05;0.0;0.0;0.0;0.0;0.0;3.367324214468054e-05;3.367324214468054e-05;0.0002906647000697261;1.0;0.49620634732938157;0.0;0.0002906647000697261
"2.2. Formação Campestre (Campo)";0.008314077888626457;1.0652674068367713e-05;0.027282546402446754;0.002228455131928725;7.182617624003986e-05;0.0;0.0005094793248084735;0.03841703759811881;0.03841703759811881;-0.010171035482003671;0.7101678866509664;0.0212346464695361;0.2898321133490336;0.010171035482003668
"3.1. Pastagem";0.005719908327081005;5.60051015909497e-05;0.0003038000769901499;0.06349042482729031;0.0002109098618587832;9.798441525299904e-05;0.0001061844733731129;0.06998521708343731;0.06998521708343731;0.007364772348125987;0.9071976550647287;0.017789776126119504;0.09280234493527129;0.007364772348125978
"3.2. Agricultura";0.0;0.0;0.0;0.00027436297305707784;0.00028490766966956155;0.0;0.0;0.0005592706427266394;0.0005592706427266394;5.2236296346587616e-05;0.509427185880055;0.06723572601921209;0.490572814119945;5.223629634658756e-05
"4.1. Infraestrutura Urbana";1.9592427565778137e-05;0.0;0.0;3.0115516646042776e-05;0.0;0.0006131233278379346;0.0;0.0006628312720497555;0.0006628312720497555;8.214144669765614e-05;0.9250066399883294;0.07700611095506871;0.07499336001167056;8.214144669765617e-05
"5.1. Rio, Lago e Oceano";0.00022815657326189274;0.0;1.337356662300155e-05;0.0;0.0;0.0;0.014674057562578247;0.01491558770246314;0.01491558770246314;0.0013685151705742677;0.9838068640201812;0.036475185039708945;0.01619313597981875;0.0013685151705742672
"total";0.8764390879792777;0.00032433794221440666;0.028246002116115144;0.07734998943156329;0.000611506939073227;0.0007449727187474116;0.016284102873037408;0.9999999999999999;0.9999999999999999;0;0.9685360857947094;0.004686906854722614;0.0314639142052906;0.010171035482003694
"adj population";0.876439087979249;0.00032433794221440666;0.028246002116115165;0.07734998943156336;0.000611506939073227;0.0007449727187474117;0.016284102873037387;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";5.5048114990511875e-18;8.191064282732998e-17;1.0640842581564348e-17;6.626389935829109e-18;6.615930842189257e-17;6.923536683901716e-17;1.5925793273949237e-17;2.560031553786336e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9837048171260095;0.1038214706388577;0.9658905458652958;0.8208200840604452;0.46591077135012576;0.8230144707430803;0.9011277856070894;0.9685360857947094;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.002259516654809837;0.03847219634869913;0.03162054668400077;0.015828921486612805;0.06039817915649522;0.06467675344202292;0.03277787847556769;0.004729202315032385;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9977404833451902;0.9615278036513009;0.9683794533159993;0.9841710785133871;0.9396018208435047;0.935323246557977;0.9672221215244323;0.0314639142052906;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.026538059392691382;0.0;0.0019269114273367804;0.012989584512294011;0.0005487259461141558;9.941588842364178e-05;0.00048306027976978763;0.02129287872331488;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1996 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.8577644299580838;0.0002246950154755858;2.1138329056959608e-05;0.01060604956448464;0.0;7.008784134706122e-05;0.0008119985863623565;0.8694983992948104;0.8694983992948104;-0.004414221987780009;0.9865048982882043;0.0023401626827426283;0.013495101711795687;0.004414221987780187
"1.2. Floresta Plantada";0.0;3.37766775947957e-05;0.0;0.0;0.0;0.0;0.0;3.37766775947957e-05;3.37766775947957e-05;0.00029155754650117815;1.0;0.501085688253463;0.0;0.0002915575465011781
"2.2. Formação Campestre (Campo)";0.0015591207263679664;1.0685396315083886e-05;0.03549635289477643;0.0020621338763177244;0.00012029875643096545;0.0;0.0005023948676225516;0.039750986517830725;0.039750986517830725;-0.004200516125893249;0.8929678482030674;0.02408130011730163;0.1070321517969326;0.0042005161258932555
"3.1. Pastagem";0.005609480497211822;5.6177134710508395e-05;3.297916810408447e-05;0.06791846863707832;0.0002567479224555934;6.216655663116003e-05;0.00016222702815789144;0.07409824694434938;0.07409824694434938;0.006863315035706912;0.916600209018274;0.01762295908772898;0.08339979098172601;0.0068633150357069045
"3.2. Agricultura";0.0;0.0;0.0;0.0003447018784877284;0.0003564509489834175;0.0;0.0;0.0007011528274711459;0.0007011528274711459;3.234480039883051e-05;0.5083783948629749;0.05826543646405355;0.49162160513702513;3.234480039883045e-05
"4.1. Infraestrutura Urbana";1.965261041230677e-05;0.0;0.0;3.020802368787587e-05;0.0;0.000631991183416362;0.0;0.0006818518175165446;0.0006818518175165446;8.239376387803862e-05;0.9268746774309614;0.07529576650397996;0.07312532256903859;8.239376387803867e-05
"5.1. Rio, Lago e Oceano";0.00013149351495450137;0.0;0.0;0.0;0.0;0.0;0.015104092405503434;0.015235585920457935;0.015235585920457935;0.0013451269671882983;0.9913693168322502;0.036533777606336096;0.008630683167749842;0.0013451269671883002
"total";0.8650841773070302;0.0003253342240959738;0.03555047039193747;0.08096156198005629;0.0007334976278699763;0.0007642455813945833;0.016580712887646235;0.9999999999999999;0.9999999999999999;0;0.9773055627054362;0.004963585565623956;0.022694437294563774;0.008614738113673347
"adj population";0.8650841773069994;0.0003253342240959738;0.035550470391937594;0.08096156198005622;0.0007334976278699762;0.0007642455813945832;0.016580712887646214;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";5.36938372960932e-18;8.19997688695138e-17;9.880126353847046e-18;6.5268716266369115e-18;6.003324867169327e-17;6.931074612450774e-17;1.5790427927722987e-17;2.489105733035311e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9915386877474364;0.1038214706388577;0.9984777276766129;0.838897706220256;0.4859606022428799;0.826947775429875;0.9109434864382107;0.977305562705436;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0023778253899655833;0.03882578330407797;0.027943104281878937;0.015854829523548285;0.05679787554985361;0.06358315387493953;0.03294749471813668;0.004983219943602626;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9976221746100344;0.9611742166959221;0.972056895718121;0.9841451704764517;0.9432021244501464;0.9364168461250605;0.9670525052818633;0.022694437294563996;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.01463949469789294;0.0;0.00010823499432208172;0.012359556614542133;0.0006894037569754568;9.972126820036523e-05;0.0002629870299090016;0.01407969918092099;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1997 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.8548895302889246;0.000248091154327912;0.0007331007241909535;0.010505772404130578;2.193932568834292e-05;3.464803794835018e-05;0.0010059205517407642;0.8674390024869515;0.8674390024869515;0.001307928313722331;0.9855327323742096;0.0023649599360617544;0.014467267625790425;0.0013079283137222841
"1.2. Floresta Plantada";0.0;1.805150612178487e-05;0.0;0.0;0.0;0.0;0.0;1.805150612178487e-05;1.805150612178487e-05;0.0003191243679085112;1.0;0.37110074019123523;0.0;0.0003191243679085113
"2.2. Formação Campestre (Campo)";0.007972775724382642;1.9780605829287392e-05;0.026551428643253397;0.001976738999275729;0.00016825846780439826;0.0;0.0006690117255901383;0.03735799416613559;0.03735799416613559;-0.0098617254736675;0.7107295034411089;0.02167429979613509;0.28927049655889114;0.0098617254736675
"3.1. Pastagem";0.005723179998090427;5.125260775131188e-05;0.00019835322460744602;0.0724551366751121;0.00020138906005271582;0.0001261839440759232;0.00021792449516501756;0.07897342000485492;0.07897342000485492;0.006334227994869252;0.9174623141641562;0.017140766075031774;0.08253768583584375;0.006334227994869282
"3.2. Agricultura";0.0;0.0;0.0;0.0003304346935389601;0.0004212741730285018;0.0;0.0;0.0007517088665674619;0.0007517088665674619;6.11521600064969e-05;0.5604219821859648;0.0633617555199248;0.43957801781403516;6.115216000649685e-05
"4.1. Infraestrutura Urbana";1.9610789715841156e-05;0.0;0.0;2.2607805827531824e-05;0.0;0.0006532541138865698;0.0;0.0006954727094299428;0.0006954727094299428;0.00011861338648090042;0.9392951082466223;0.07767151334354336;0.06070489175337768;0.0001186133864809004
"5.1. Rio, Lago e Oceano";0.0001418339995603171;0.0;1.338610041629413e-05;1.6957421839298048e-05;0.0;0.0;0.014592172738155764;0.014764350259971673;0.014764350259971673;0.0017206792506800107;0.9883382933360293;0.036855107479010746;0.011661706663970706;0.0017206792506800125
"total";0.8687469308006738;0.00033717587403029616;0.02749626869246809;0.0853076479997242;0.0008128610265739588;0.0008140860959108432;0.016485029510651686;1.0;1.0;0;0.9695808481384822;0.004867320425875097;0.03041915186151778;0.009861725473667492
"adj population";0.8687469308006411;0.00033717587403029605;0.027496268692468087;0.08530764799972408;0.0008128610265739588;0.0008140860959108432;0.016485029510651665;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";5.387369671764287e-18;7.935156545890821e-17;1.0805763432047263e-17;6.380405460336592e-18;5.702483926059771e-17;6.619298430971306e-17;1.579970669753314e-17;2.4094263429090027e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9840489790289351;0.05353735991253899;0.9656375175925775;0.8493392840387105;0.5182610055793736;0.8024386083583384;0.8851772287533447;0.969580848138482;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.002356193259279257;0.015422027701872426;0.032172997732941674;0.015655295370271074;0.061341110220251474;0.06283491039100063;0.03219063370455359;0.0049039677864258;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9976438067407207;0.9845779722981276;0.9678270022670583;0.9843447046297289;0.9386588897797485;0.9371650896089994;0.9678093662954464;0.030419151861518;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.02509894439605387;0.0;0.0018896800984293874;0.01303656665948566;0.0006608693870779202;8.443719108674596e-05;0.00034435504363181796;0.0205574263878827;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1998 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.8499104606269786;0.00023777976847581974;2.1166230896076093e-05;0.010772775456339617;9.302126266338605e-05;2.2823233226608153e-05;0.0011876257353887465;0.8622456523139689;0.8622456523139689;-0.0051738245273307715;0.9856941097309249;0.002433708183857091;0.014305890269075139;0.005173824527330839
"1.2. Floresta Plantada";4.71221455659906e-05;4.9476404417544794e-05;0.0;0.0;0.0;0.0;0.0;9.65985499835354e-05;9.65985499835354e-05;0.0002788653938507058;0.5121857877367489;0.15924626266929442;0.48781421226325106;0.00027886539385070573
"2.2. Formação Campestre (Campo)";0.0015221263139771314;1.069950065644767e-05;0.03496753175359879;0.0022232493687438393;0.000203792890604789;0.0;0.000563648601437242;0.03949104842901823;0.03949104842901823;-0.004502350444523373;0.8854546319895745;0.02405623097838816;0.11454536801042547;0.004502350444523365
"3.1. Pastagem";0.005422700315877905;7.750827028442897e-05;0.0;0.07600235421843725;0.00030701081654750114;0.0001400545716455141;0.00015789697767998163;0.08210752517047258;0.08210752517047258;0.0071581401098524235;0.9256441971748667;0.017058412142977503;0.07435580282513332;0.007158140109852412
"3.2. Agricultura";0.0;0.0;0.0;0.0002116359959120374;0.0004919975775884506;0.0;0.0;0.0007036335735004879;0.0007036335735004879;0.0003921889739036387;0.6992241361378266;0.07709193936970063;0.30077586386217336;0.00039218897390363885
"4.1. Infraestrutura Urbana";1.9678551155894667e-05;0.0;0.0;2.268592289989461e-05;0.0;0.0006962549794199691;0.0;0.0007386194534757583;0.0007386194534757583;0.00012051333081633295;0.9426437066388752;0.076622712108436;0.0573562933611248;0.00012051333081633303
"5.1. Rio, Lago e Oceano";0.000149739833082558;0.0;0.0;3.296431799236828e-05;0.0;0.0;0.014434218358533446;0.014616922509608372;0.014616922509608372;0.0017264671634310438;0.9875005049144355;0.03750891882635856;0.012499495085564472;0.0017264671634310436
"total";0.857071827786638;0.00037546394383424116;0.03498869798449487;0.089265665280325;0.0010958225474041268;0.0008591327842920913;0.016343389673039416;1.0;1.0;0;0.9765522939189736;0.005123571508013071;0.02344770608102642;0.00967617497185417
"adj population";0.8570718277866101;0.00037546394383424116;0.03498869798449502;0.08926566528032506;0.0010958225474041266;0.0008591327842920912;0.0163433896730394;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";5.264537280309193e-18;7.712519481635508e-17;9.986176614918275e-18;6.296402666461555e-18;4.9092258858706444e-17;6.360922776684946e-17;1.5886656487767258e-17;2.2726045449136727e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9916443792369728;0.13177404975905627;0.9993950552002405;0.8514175520875089;0.4489755925847067;0.8104160289886617;0.8831838833497677;0.9765522939189737;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0024791218333170342;0.037330675558383625;0.028250013963805137;0.015440330967071488;0.04724074491267755;0.062008968958247236;0.032583495182376195;0.005143090596478155;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.997520878166683;0.9626693244416163;0.9717499860361949;0.9845596690329285;0.9527592550873224;0.9379910310417527;0.9674165048176238;0.02344770608102631;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.014322734319318853;9.424429113198121e-05;4.233246179215222e-05;0.012210341904070665;0.0004232719918240747;8.472894811157846e-05;0.00036540830214985137;0.013771531109199577;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1999 "
