"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Cerrado  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"adj pop stdErr";2.1853425950606418e-17;1.0382279254208237e-16;3.6635294505761515e-17;2.31675441296743e-17;5.284798229981228e-17;1.95897707817572e-16;1.419225696803675e-16;5.761473169258764e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8955350742639113;0.6607477290570358;0.5215650031017587;0.7523603162830094;0.753919218694152;0.5378306061476488;0.8145784952060349;0.8016080222404256;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.008597661071625864;0.03477011829718074;0.013680731944547914;0.00991344911776632;0.022645708722651994;0.02814648618806561;0.042914351317560204;0.01073738438577453;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9914023389283741;0.9652298817028193;0.9863192680554521;0.9900865508822336;0.977354291277348;0.9718535138119344;0.9570856486824398;0.1983919777595744;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.10442200178632155;0.0016846729064281772;0.08752456657683313;0.07579944328932886;0.022381559637455903;0.00014417711826881932;0.0006125704829871848;0.14628449589881182;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1992 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.43950217795835167;0.0031121412943788083;0.0323726464644766;0.05986350171259799;0.0008631725993665531;0.00029351506208502484;0.0008764028375043394;0.536883557928761;0.536883557928761;-0.04651051422848402;0.8186173174196341;0.007661349351351509;0.18138268258036594;0.04651051422848429
"1.2. Floresta Plantada";0.0006595877887527544;0.007173013394275725;0.0;0.0001612122935795702;0.0;0.0;0.0;0.007993813476608049;0.007993813476608049;0.0030315694749603263;0.8973205861339901;0.049436538162096526;0.10267941386600987;0.0030315694749603293
"2.2. Formação Campestre (Campo)";0.033412834429022015;0.00024096159080609918;0.04788162110155662;0.014877651295586297;0.0007165812159470645;0.00013877584896155207;0.00034931074249357604;0.09761773622437321;0.09761773622437321;-0.007110360171310642;0.4905012444818564;0.012704401575891816;0.5094987555181436;0.007110360171310601
"3.1. Pastagem";0.016162358308026887;0.00045207150480454985;0.009268031571733141;0.2668000604628923;0.009870349219950697;0.000999067697093332;2.274712609619437e-05;0.3035746858905971;0.3035746858905971;0.047336672741989806;0.8788613572313533;0.011619526802616577;0.12113864276864672;0.047336672741989994
"3.2. Agricultura";0.0005533767502037911;4.719516730319415e-05;0.000908391776368565;0.009035585125009061;0.03584843899059293;0.0;0.0;0.04639298780947754;0.04639298780947754;0.0009055542163797052;0.7727124439109638;0.02320022685314176;0.22728755608903617;0.0009055542163797087
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.00012738747429119707;0.0;0.001815651604425907;0.0;0.0019430390787171042;0.0019430390787171042;0.0013039711338487115;0.9344390569976057;0.04817185743228054;0.06556094300239435;0.0013039711338487118
"5.1. Rio, Lago e Oceano";8.27084659196247e-05;0.0;7.668513892767949e-05;4.596026863070823e-05;0.0;0.0;0.0053888257179948345;0.005594179591472847;0.005594179591472847;0.0010431068326160972;0.9632915121654244;0.05224117344274833;0.03670848783457559;0.001043106832616097
"total";0.4903730437002767;0.011025382951568378;0.09050737605306261;0.3509113586325871;0.047298542025857246;0.003247010212565816;0.006637286424088944;0.9999999999999998;0.9999999999999998;0;0.804409789230089;0.010738182233879684;0.195590210769911;0.05362087439979487
"adj population";0.4903730437002726;0.011025382951568373;0.09050737605306261;0.3509113586325842;0.047298542025857294;0.0032470102125658163;0.006637286424088939;0.9999999999999998;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.183180660876845e-17;1.0384633214230147e-16;3.675245274020772e-17;2.300934135877469e-17;5.217825477171068e-17;1.9206893407865565e-16;1.4095114027098227e-16;5.706382619714009e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.896260884656175;0.6505908616312825;0.529035568034639;0.7603061397115904;0.7579184781424185;0.5591764378810387;0.8119019390871808;0.8044097892300891;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.008719349634689169;0.03418489132783696;0.01388513967856648;0.009810925615959365;0.022578150105477326;0.028431606094981448;0.042792083250243355;0.010796362943468855;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9912806503653109;0.965815108672163;0.9861148603214335;0.9901890743840407;0.9774218498945226;0.9715683939050186;0.9572079167497567;0.1955902107699109;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.10174173148385002;0.0016416001646646482;0.08525150990301197;0.07354925085540964;0.021089097637769214;0.0002547749485823942;0.00041070774695602455;0.14196933637012196;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1993 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.4334753239699896;0.0027060138992784687;0.03187946120854831;0.06061509730401539;0.0008844310200429674;0.00029245610240536974;0.0008526577966478868;0.530705441300928;0.530705441300928;-0.04695978849850363;0.8167908037788398;0.0077163095751440315;0.18320919622116016;0.046959788498503796
"1.2. Floresta Plantada";0.0005449881417747344;0.007652960284082381;0.0;9.552692120227834e-05;0.0;0.0;0.0;0.008293475347059393;0.008293475347059393;0.0029113436052891043;0.9227687988239913;0.048576336293517396;0.07723120117600868;0.0029113436052891056
"2.2. Formação Campestre (Campo)";0.033782740356445816;0.00024009223641182522;0.046825792810961525;0.015125814997330811;0.0005390800767799587;0.00013827516587048256;0.00034805048010927653;0.09699984612390969;0.09699984612390969;-0.00795058652467507;0.4827408978684903;0.012614472676565373;0.5172591021315097;0.007950586524675049
"3.1. Pastagem";0.015545437381947342;0.0005228849831635499;0.009491316330065728;0.2707620573749321;0.010564128857898704;0.000952769970397062;2.2665057771683915e-05;0.3078612599561762;0.3078612599561762;0.04853152800544847;0.8794937609671142;0.011544490475947444;0.12050623903288582;0.04853152800544852
"3.2. Agricultura";0.0003147528864699306;8.286754941227376e-05;0.0007762807795659606;0.009671770119707957;0.03763545196605542;0.0;0.0;0.048481123301211536;0.048481123301211536;0.001141968619565505;0.7762908407098505;0.0226812640506649;0.22370915929014945;0.0011419686195655102
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;7.672679377411992e-05;0.0;0.0020081305722899007;0.0;0.0020848573660640205;0.0020848573660640205;0.0013067744448987946;0.9631980609210827;0.053676462687971944;0.03680193907891727;0.0013067744448987946
"5.1. Rio, Lago e Oceano";8.241006579680701e-05;0.0;7.640847009311849e-05;4.579445066211642e-05;0.0;0.0;0.005369383618105623;0.005573996604657665;0.005573996604657665;0.0010187603479768054;0.9632915121654244;0.051963614997805725;0.03670848783457559;0.001018760347976805
"total";0.4837456528024242;0.011204818952348499;0.08904925959923464;0.3563927879616247;0.049623091920777046;0.003391631810962815;0.00659275695263447;0.9999999999999999;0.9999999999999999;0;0.8037291005964156;0.01077682335908091;0.19627089940358444;0.0549103750231788
"adj population";0.48374565280242005;0.011204818952348492;0.08904925959923465;0.3563927879616224;0.049623091920777095;0.003391631810962815;0.006592756952634466;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.16867803067006e-17;1.0242588976628811e-16;3.673216202313261e-17;2.2786575251836014e-17;5.060096708919347e-17;1.8610544439392276e-16;1.4069939690632757e-16;5.610372157374012e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8960810737187814;0.6830061526766874;0.5258414614753746;0.7597293394278405;0.7584261784038002;0.592083894778612;0.8144367609304956;0.8037291005964156;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.008779506806533523;0.03461629776621843;0.013941263108847314;0.009703912088414339;0.02213248394840243;0.031239021659393976;0.042752415176895556;0.010820870869135872;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9912204931934665;0.9653837022337816;0.9860587368911526;0.9902960879115856;0.9778675160515976;0.968760978340606;0.9572475848231045;0.19627089940358444;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.10054065766486919;0.001281030125954024;0.08444693357654623;0.07419840516248821;0.02169134267031224;0.00015345358754823967;0.00040922597310408433;0.14136052438041113;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1994 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.4273988133161317;0.0021097695672633436;0.031599802850552604;0.05941675911044557;0.000852676781933852;0.0002923069391534971;0.0009208795508910282;0.5225910081163716;0.5225910081163716;-0.04709642340644713;0.8178457085525614;0.007816983034797192;0.18215429144743855;0.047096423406447374
"1.2. Floresta Plantada";0.0005447101779955876;0.008067723476728668;0.0;0.00024769461189222506;0.0;0.0;0.0;0.00886012826661648;0.00886012826661648;0.0019494826030406224;0.9105650882196068;0.04833162072556602;0.0894349117803932;0.0019494826030406216
"2.2. Formação Campestre (Campo)";0.03281516393605245;0.00020478095035218258;0.0469699652685897;0.01522666068063675;0.000995512576188377;0.00013820464050539417;0.0003478729617022338;0.09669816101402708;0.09669816101402708;-0.008510062585118862;0.485737937268282;0.012706475629562449;0.514262062731718;0.008510062585118813
"3.1. Pastagem";0.014277975692673608;0.00042733687531290907;0.009018068000239464;0.2780754250294873;0.010863002779404541;0.0008920470976248597;9.151760754945413e-05;0.3136453730822921;0.3136453730822921;0.04963770857868164;0.8865918291628284;0.011490338983764462;0.11340817083717158;0.04963770857868177
"3.2. Agricultura";0.00037555355340580413;0.0;0.0005238928105328918;0.010148314299223518;0.039255001866590006;4.0144164751257566e-05;0.0;0.050342906694503475;0.050342906694503475;0.0016232873096132944;0.7797523910329941;0.02274753546644186;0.2202476089670059;0.0016232873096133013
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;7.668766031794998e-05;0.0;0.002121155778473876;0.0;0.002197843438791826;0.002197843438791826;0.0012860151817170582;0.9651077692958393;0.052704146112418866;0.0348922307041607;0.0012860151817170587
"5.1. Rio, Lago e Oceano";8.236803366514628e-05;0.0;7.63694989936066e-05;9.154026897059926e-05;0.0;0.0;0.0054143015857737705;0.005664579387403123;0.005664579387403123;0.0011099923185133639;0.9558170546279359;0.05251789828658741;0.04418294537206413;0.0011099923185133639
"total";0.47549458470992423;0.010809610869657102;0.08818809842890826;0.3632830816609739;0.05196619400411678;0.0034838586205088846;0.006774571705916487;1.0;1.0;0;0.8073023863217744;0.010904398208649496;0.19269761367822558;0.055606485991566146
"adj population";0.4754945847099208;0.010809610869657092;0.08818809842890826;0.3632830816609716;0.051966194004116804;0.0034838586205088846;0.006774571705916482;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.164388439190004e-17;1.0490005768575859e-16;3.679280143816196e-17;2.2637288438085216e-17;4.934781508826541e-17;1.8392453521125758e-16;1.376487510446218e-16;5.568951332980507e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8988510638388578;0.7463472620809138;0.532611158482502;0.7654510740166943;0.7553949758852884;0.6088524275890509;0.7992094291429903;0.8073023863217742;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.008904620611209115;0.03839788196264846;0.01413065174514373;0.00964610448813359;0.021967752542994556;0.03150881225143507;0.04246062279628964;0.010938592184679026;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9910953793887909;0.9616021180373515;0.9858693482548563;0.9903538955118664;0.9780322474570055;0.9684911877485649;0.9575393772037104;0.1926976136782258;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.09619154278758502;0.0015848095797756263;0.08243626632063712;0.07113989610560967;0.02217580965582694;0.00015337532063589964;0.0005005556032587049;0.13709112768666448;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1995 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.4221090520380983;0.0018588322267046042;0.03109373102645368;0.05965744155724525;0.0007272174061784783;0.00035968832732982355;0.0009232343171577161;0.5167291968991677;0.5167291968991677;-0.046991438351951624;0.8168863973066077;0.007864732073357437;0.18311360269339227;0.046991438351951687
"1.2. Floresta Plantada";0.0004525029744244149;0.008288062620114158;0.0;0.00031600248690530233;0.0;0.0;0.0;0.009056568081443875;0.009056568081443875;0.0016889096431846372;0.915143854226159;0.048401703071253216;0.08485614577384104;0.001688909643184638
"2.2. Formação Campestre (Campo)";0.03270667212256749;0.00020695530187509964;0.045952894590925816;0.015208561102850732;0.0009626398314446812;0.0001378099273623152;0.00034687943478733745;0.09552241231181348;0.09552241231181348;-0.008478275927595237;0.4810692431104228;0.012701128367799045;0.5189307568895771;0.008478275927595216
"3.1. Pastagem";0.014199711970003194;0.00036892131198709694;0.009398962809464275;0.2829476542954528;0.010827060815864943;0.0009326276205021883;0.00011384503207048543;0.3187887838553449;0.3187887838553449;0.04927543659863098;0.8875709203867228;0.011377972720132693;0.1124290796132772;0.049275436598631206
"3.2. Agricultura";0.0001876866519727836;2.270626394755362e-05;0.0005223965700511993;0.009766813542039118;0.041308129738488936;4.0029512816363734e-05;0.0;0.05184776227931595;0.05184776227931595;0.001977285512661079;0.7967196253514749;0.022778419329673935;0.2032803746485251;0.0019772855126610894
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;7.646863997732481e-05;0.0;0.0022445663596108167;0.0;0.0023210349995881415;0.0023210349995881415;0.001393686748033366;0.967054077172083;0.05154867917478216;0.032945922827916974;0.0013936867480333665
"5.1. Rio, Lago e Oceano";8.21327901498901e-05;0.0;7.615138732331171e-05;9.127882950553101e-05;0.0;0.0;0.005484678566351348;0.0057342415733300815;0.0057342415733300815;0.001134395777036806;0.9564784629689392;0.05280323571699927;0.043521537031060764;0.0011343957770368054
"total";0.46973775854721606;0.010745477724628513;0.08704413638421826;0.36806422045397613;0.05382504779197704;0.003714721747621508;0.006868637350366887;1.0;1.0;0;0.8083350382090416;0.010946145382685797;0.19166496179095838;0.05546971427954701
"adj population";0.46973775854721334;0.010745477724628501;0.08704413638421823;0.36806422045397447;0.05382504779197703;0.0037147217476215075;0.006868637350366883;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.154887546983694e-17;1.047666228505127e-16;3.683171518941273e-17;2.2456299659373056e-17;4.837812948768495e-17;1.7759922710984232e-16;1.365100310397983e-16;5.48090900806461e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8986057525875245;0.771307040274069;0.5279263658621058;0.7687453400019718;0.7674517986149598;0.6042353942251492;0.7985104303196883;0.8083350382090416;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.008960606605549626;0.039550339546287165;0.014146404977082258;0.00958255408445955;0.02191929307496006;0.030891755436770686;0.04255046343246237;0.010979304433413467;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9910393933944504;0.9604496604537128;0.9858535950229177;0.9904174459155405;0.9780807069250399;0.9691082445632293;0.9574495365675376;0.19166496179095838;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.09525741301823554;0.0015370109226594333;0.08218248358658489;0.07168225911978421;0.02107926508165403;0.00015293727995464943;0.0004991260139574662;0.1361952475114151;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1996 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.41595338129269604;0.0020239282074917507;0.03015650747513734;0.058281281163312514;0.000880100369845127;0.0002916150167841306;0.0009005775287505021;0.5084873910540173;0.5084873910540173;-0.04522926564559822;0.8180210337772333;0.007970290834627965;0.18197896622276666;0.04522926564559826
"1.2. Floresta Plantada";0.00041252839747033687;0.008331882131864877;0.0;0.0003563538592730271;0.0;0.0;0.0;0.00910076438860824;0.00910076438860824;0.0017352525212332292;0.9155145409867104;0.047924311679454594;0.08448545901328963;0.0017352525212332298
"2.2. Formação Campestre (Campo)";0.032156762468411;0.000158360974320489;0.046204328219637325;0.01608310506507632;0.0007793753436768482;0.00013787749506508111;0.00034704950850404225;0.09586685907469111;0.09586685907469111;-0.009960001561053297;0.48196351341435895;0.012705463005916347;0.518036486585641;0.00996000156105327
"3.1. Pastagem";0.014508047105626963;0.0002785827839939129;0.008987081073634225;0.2885374313615178;0.011368842266814606;0.0009367946945091792;6.809718324994812e-05;0.3246848764693467;0.3246848764693467;0.04763287242070353;0.8886691443688428;0.011246770909211466;0.11133085563115719;0.04763287242070369
"3.2. Agricultura";0.00018610948001136519;4.326281217044036e-05;0.00048275202115928345;0.008983071308599138;0.04406802215327285;8.319849858570132e-05;0.0;0.053846416273798776;0.053846416273798776;0.003249923859810648;0.8184021370929377;0.023133267993026774;0.18159786290706226;0.003249923859810655
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;7.650613227149981e-05;0.0;0.0023318005667995936;0.0;0.0024083066990710934;0.0024083066990710934;0.0013729795726725924;0.9682323965211701;0.050091016150771044;0.0317676034788299;0.0013729795726725924
"5.1. Rio, Lago e Oceano";4.129666420332109e-05;0.0;7.618872406967215e-05;0.0;0.0;0.0;0.00548790065219791;0.005605386040470903;0.005605386040470903;0.0011982388322314991;0.9790406249587901;0.05417063633631552;0.020959375041209927;0.001198238832231499
"total";0.46325812540841904;0.01083601690984147;0.08590685751363784;0.37231774889005037;0.05709634013360943;0.0037812862717436857;0.006803624872702402;1.0000000000000002;1.0000000000000002;0;0.8109147463779859;0.011028554952933967;0.18908525362201412;0.05518926720665159
"adj population";0.4632581254084162;0.01083601690984146;0.08590685751363782;0.37231774889004904;0.05709634013360945;0.0037812862717436866;0.0068036248727023985;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.156322127619442e-17;1.052201672463468e-16;3.7029253421146075e-17;2.2398083557233824e-17;4.723185352159229e-17;1.7611640405722015e-16;1.369975758514856e-16;5.465565589312192e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8978868550356923;0.7689063427261456;0.5378421415578186;0.7749762997377977;0.7718186848780607;0.6166686146522083;0.8066142321009702;0.8109147463779861;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.009054074061641973;0.03904804469103885;0.014428893790357736;0.009561073315276458;0.02165895396877249;0.030537013127995005;0.043056123886445315;0.011061850772973874;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9909459259383581;0.9609519553089612;0.9855711062096423;0.9904389266847236;0.9783410460312275;0.969462986872005;0.9569438761135547;0.1890852536220139;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.09460948823144599;0.0015377645134867259;0.07940505858800104;0.07229489021565771;0.01955678824105185;0.0001530122645429996;0.0002349707765459865;0.13389598641536615;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1997 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.41336654079908625;0.0019552228445707544;0.029843241971315233;0.05578933867704492;0.0009121747490760776;0.00029426851564925526;0.0008980063287355965;0.5030587938854781;0.5030587938854781;-0.0422968891481147;0.821706221665194;0.008041928314987741;0.17829377833480597;0.04229688914811491
"1.2. Floresta Plantada";0.00045136038770205496;0.008040935379986125;0.0;0.0006012895850143367;0.0;0.0;0.0;0.009093585352702518;0.009093585352702518;0.0012941309265064014;0.8842425806886438;0.04624189369913399;0.11575741931135619;0.0012941309265064004
"2.2. Formação Campestre (Campo)";0.03208145818670143;0.00015764692367080423;0.045025043580121916;0.01644554433955108;0.001002560910376766;9.214777572955875e-05;0.00034548466004258625;0.09514988637619413;0.09514988637619413;-0.010748738051171589;0.47320123328478186;0.012595084911705294;0.5267987667152181;0.01074873805117156
"3.1. Pastagem";0.014507937622098465;0.00023391113098123476;0.009098047674809318;0.290355869812607;0.010923679923117309;0.0009776787100438985;4.499594298296784e-05;0.32614212081664024;0.32614212081664024;0.04714844042180449;0.8902740593136922;0.011246511362656227;0.10972594068630781;0.047148440421804605
"3.2. Agricultura";0.0003546077417750485;0.0;0.00035896991015230747;0.010035589565023243;0.047256662333607584;3.986855731447534e-05;0.0;0.05804569810787266;0.05804569810787266;0.0020493798083050727;0.8141285896120221;0.02240787983389479;0.18587141038797794;0.0020493798083050727
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;2.1477399353537867e-05;0.0;0.0024732977447508853;0.0;0.002494775144104423;0.002494775144104423;0.0013824861593836502;0.9913910480452345;0.050287979539324186;0.00860895195476552;0.00138248615938365
"5.1. Rio, Lago e Oceano";0.0;0.0;7.584518862380842e-05;4.145185985067993e-05;0.0;0.0;0.005897843268537601;0.006015140317012089;0.006015140317012089;0.001171189883286662;0.9804996987114751;0.05144432385409963;0.01950030128852487;0.0011711898832866621
"total";0.4607619047373632;0.010387716279208918;0.08440114832502257;0.37329056123844484;0.060095077916177735;0.003877261303488073;0.007186330200298751;1.0;1.0;0;0.8124161929186969;0.011068032387701205;0.18758380708130307;0.05304562719928643
"adj population";0.46076190473736023;0.01038771627920891;0.08440114832502255;0.37329056123844373;0.06009507791617779;0.0038772613034880735;0.007186330200298747;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.1381477593273783e-17;1.0660823493364482e-16;3.6942203037869604e-17;2.220563360030507e-17;4.571830801625706e-17;1.721220071564175e-16;1.3235907210822482e-16;5.373369364459926e-16;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8971369736712655;0.7740811516078956;0.5334648221459479;0.777828051288813;0.7863649398961173;0.637898132510659;0.8207030715472012;0.812416192918697;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.00905467935580829;0.039503826724977875;0.014466346679262304;0.009568720459791619;0.021587104736792852;0.03155969309226597;0.041858549627107715;0.011095748430542276;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9909453206441917;0.9604961732750221;0.9855336533207377;0.9904312795402084;0.9784128952632072;0.9684403069077341;0.9581414503728923;0.18758380708130296;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.09479072787655396;0.0021052999454327856;0.07875220948980131;0.07157250200806642;0.021578071548530156;4.2954798707075734e-05;0.00023459409694897605;0.13453817988202035;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 1998 "
" ";"1.1. Floresta Natural";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2. Agricultura";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.4088837823351196;0.0018008721520784343;0.02930504541424851;0.05624641352349083;0.001079054924291994;0.0002520159246058529;0.0008347551970495251;0.4984019394708847;0.4984019394708847;-0.04340280341622426;0.820389629240207;0.008095196362984537;0.17961037075979303;0.04340280341622421
"1.2. Floresta Plantada";0.00045174179784266094;0.007907218959119975;0.0;0.0006885175685149091;0.0;0.0;0.0;0.009047478325477544;0.009047478325477544;0.0011177316897702369;0.8739693729747194;0.0452131571917585;0.12603062702528056;0.0011177316897702395
"2.2. Formação Campestre (Campo)";0.031548913799961484;0.00018172496015576847;0.045570571775123296;0.016299912574898875;0.0008557688342595406;9.222564276675374e-05;0.0003457766027038262;0.09489489418986956;0.09489489418986956;-0.010669895797624257;0.4802215352487129;0.01269616234644568;0.5197784647512871;0.010669895797624257
"3.1. Pastagem";0.014072956809086637;0.00027539394389360376;0.008893787287966142;0.2934435534788939;0.011322649235011596;0.0009427469653891571;4.50339656127941e-05;0.3289961216858538;0.3289961216858538;0.04685422130363105;0.8919362087772331;0.011210885641019836;0.10806379122276688;0.046854221303631205
"3.2. Agricultura";4.174131265001378e-05;0.0;0.0003796846353157946;0.009085963650642459;0.050092206650997485;3.9902247182849674e-05;0.0;0.0596394984967886;0.0596394984967886;0.0037101811477720063;0.8399166309839914;0.022795008215151787;0.16008336901600861;0.0037101811477720167
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;8.598219304398944e-05;0.0;0.002558117709398651;0.0;0.00264409990244264;0.00264409990244264;0.001240908586900624;0.9674814885154082;0.04886708450927641;0.03251851148459184;0.0012409085869006242
"5.1. Rio, Lago e Oceano";0.0;0.0;7.59092795915705e-05;0.0;0.0;0.0;0.006300058649095945;0.0063759679286875155;0.0063759679286875155;0.0011496564857745748;0.98809446966475;0.05051864170616472;0.011905530335249992;0.0011496564857745748
"total";0.45499913605466047;0.010165210015247783;0.0842249983922453;0.375850342989485;0.06334967964456062;0.0038850084893432644;0.00752562441446209;1.0;1.0;0;0.8147555095577482;0.011147663057355338;0.18524449044225177;0.05407269921384856
"adj population";0.45499913605465736;0.010165210015247773;0.08422499839224529;0.3758503429894835;0.06334967964456066;0.0038850084893432644;0.007525624414462087;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.141706428595609e-17;1.0781550470696299e-16;3.7023024636872965e-17;2.219478289922546e-17;4.463241684947041e-17;1.7092636404845336e-16;1.3019331678741006e-16;5.342024742143514e-16;NaN;NaN;NaN;NaN;NaN;NaN
